,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
C-C chemokine receptor type 1,974.0,454.0,860.0,16.0,99.0,413.0,706.0,667.0,370.0,760.0,967.0
C-C chemokine receptor type 4,553.0,922.0,559.0,879.0,283.0,193.0,526.0,333.0,679.0,396.0,149.0
Estrogen receptor beta,73.0,549.0,11.0,945.0,70.0,976.0,573.0,695.0,963.0,812.0,726.0
Glyoxalase I,105.0,333.0,694.0,59.0,63.0,303.0,159.0,1000.0,910.0,244.0,325.0
"Myosin light chain kinase, smooth muscle",17.0,1.0,997.0,485.0,970.0,45.0,74.0,28.0,70.0,875.0,134.0
Serine/threonine-protein kinase AKT2,191.0,683.0,206.0,645.0,9.0,62.0,400.0,845.0,965.0,398.0,412.0
Interleukin-8 receptor B,295.0,19.0,677.0,136.0,543.0,327.0,497.0,985.0,24.0,634.0,40.0
Myeloperoxidase,637.0,891.0,309.0,787.0,909.0,748.0,622.0,11.0,596.0,372.0,885.0
Coagulation factor X,1000.0,142.0,905.0,209.0,973.0,204.0,874.0,764.0,40.0,375.0,245.0
Deoxycytidine kinase,834.0,356.0,683.0,938.0,109.0,764.0,956.0,247.0,284.0,874.0,891.0
Muscarinic acetylcholine receptor M3,850.0,991.0,362.0,716.0,376.0,624.0,85.0,103.0,510.0,378.0,684.0
Beta-3 adrenergic receptor,58.0,867.0,79.0,300.0,637.0,772.0,142.0,162.0,928.0,344.0,645.0
Death-associated protein kinase 3,35.0,959.0,376.0,507.0,847.0,549.0,103.0,10.0,810.0,64.0,223.0
Methionine aminopeptidase 1,547.0,193.0,577.0,72.0,288.0,339.0,302.0,974.0,60.0,565.0,119.0
Leukocyte elastase,918.0,54.0,609.0,113.0,1000.0,115.0,880.0,32.0,57.0,599.0,63.0
Beta amyloid A4 protein,20.0,296.0,490.0,951.0,1.0,417.0,953.0,994.0,760.0,662.0,960.0
Neurokinin 1 receptor,780.0,952.0,988.0,962.0,354.0,281.0,88.0,295.0,81.0,89.0,68.0
Neuronal acetylcholine receptor protein alpha-7 subunit,1000.0,832.0,61.0,6.0,952.0,575.0,130.0,84.0,800.0,372.0,577.0
Adenosine A2a receptor,3.0,221.0,201.0,259.0,994.0,811.0,758.0,166.0,668.0,821.0,859.0
Endothelin receptor ET-A,326.0,512.0,157.0,810.0,744.0,879.0,231.0,36.0,991.0,937.0,900.0
Beta secretase 2,989.0,480.0,806.0,538.0,324.0,505.0,929.0,827.0,152.0,208.0,736.0
Serine/threonine-protein kinase Chk2,17.0,279.0,754.0,611.0,21.0,355.0,651.0,1000.0,22.0,82.0,111.0
Cannabinoid CB2 receptor,991.0,733.0,255.0,591.0,701.0,424.0,522.0,155.0,889.0,645.0,530.0
3-phosphoinositide dependent protein kinase-1,1000.0,395.0,646.0,2.0,0.0,81.0,987.0,654.0,76.0,783.0,792.0
Phospholipase D1,6.0,933.0,352.0,950.0,990.0,998.0,86.0,2.0,995.0,604.0,992.0
Phosphodiesterase 4A,970.0,419.0,131.0,184.0,124.0,478.0,224.0,499.0,901.0,547.0,270.0
Adenosine A2b receptor,1.0,617.0,284.0,126.0,937.0,510.0,232.0,115.0,855.0,577.0,866.0
Carboxypeptidase B,1.0,0.0,950.0,466.0,0.0,60.0,208.0,1000.0,741.0,201.0,6.0
Adenosine A3 receptor,698.0,851.0,93.0,996.0,808.0,821.0,931.0,289.0,289.0,303.0,325.0
Histone deacetylase 5,1000.0,989.0,52.0,738.0,823.0,797.0,948.0,8.0,520.0,181.0,882.0
Liver glycogen phosphorylase,446.0,545.0,440.0,127.0,806.0,583.0,645.0,377.0,838.0,333.0,418.0
Tyrosine-protein kinase LCK,108.0,912.0,453.0,400.0,997.0,804.0,5.0,2.0,748.0,288.0,68.0
Cathepsin D,74.0,100.0,853.0,459.0,862.0,690.0,167.0,268.0,46.0,711.0,530.0
Melanocortin receptor 4,104.0,15.0,685.0,54.0,13.0,36.0,71.0,1000.0,357.0,607.0,16.0
Peptide N-myristoyltransferase 1,607.0,946.0,758.0,974.0,638.0,735.0,851.0,7.0,743.0,151.0,957.0
Tyrosine-protein kinase SYK,1000.0,997.0,207.0,842.0,562.0,906.0,956.0,1.0,475.0,658.0,974.0
MAP kinase p38 alpha,89.0,65.0,223.0,612.0,911.0,150.0,12.0,795.0,601.0,368.0,2.0
Carbonic anhydrase I,50.0,905.0,894.0,998.0,11.0,988.0,655.0,822.0,770.0,153.0,862.0
Furin,1000.0,828.0,105.0,23.0,429.0,659.0,992.0,65.0,48.0,899.0,972.0
Tryptase beta-1,0.0,109.0,607.0,624.0,975.0,101.0,733.0,300.0,755.0,883.0,699.0
Glycogen synthase kinase-3 beta,31.0,86.0,305.0,269.0,388.0,417.0,402.0,887.0,826.0,774.0,622.0
Dual specificity protein phosphatase 3,204.0,559.0,960.0,982.0,2.0,192.0,650.0,996.0,64.0,56.0,562.0
c-Jun N-terminal kinase 3,995.0,995.0,706.0,539.0,867.0,561.0,296.0,36.0,28.0,22.0,105.0
Histamine H3 receptor,471.0,13.0,728.0,0.0,1.0,49.0,231.0,1000.0,218.0,711.0,1.0
Phosphodiesterase 2A,154.0,368.0,454.0,990.0,755.0,798.0,916.0,73.0,332.0,980.0,991.0
Adenosylhomocysteinase,1000.0,827.0,106.0,690.0,4.0,822.0,811.0,460.0,589.0,209.0,855.0
Tyrosine-protein kinase SRC,0.0,622.0,856.0,998.0,852.0,541.0,82.0,804.0,436.0,195.0,39.0
Cathepsin K,611.0,252.0,980.0,218.0,881.0,124.0,517.0,38.0,574.0,283.0,506.0
Macrophage-stimulating protein receptor,452.0,64.0,32.0,968.0,2.0,584.0,449.0,744.0,632.0,980.0,625.0
Cystinyl aminopeptidase,569.0,952.0,165.0,614.0,965.0,312.0,555.0,78.0,50.0,267.0,701.0
Focal adhesion kinase 1,996.0,142.0,917.0,193.0,513.0,394.0,506.0,543.0,408.0,759.0,736.0
Mitogen-activated protein kinase kinase kinase 11,942.0,507.0,930.0,0.0,476.0,347.0,31.0,144.0,326.0,923.0,137.0
Histone deacetylase 7,0.0,609.0,511.0,428.0,999.0,963.0,104.0,193.0,666.0,332.0,854.0
Phosphodiesterase 11A,995.0,104.0,673.0,552.0,203.0,189.0,946.0,489.0,389.0,888.0,873.0
Cytochrome P450 11B2,999.0,935.0,135.0,851.0,21.0,448.0,951.0,836.0,199.0,137.0,994.0
Protein-glutamine gamma-glutamyltransferase,954.0,100.0,141.0,246.0,268.0,215.0,962.0,826.0,411.0,681.0,422.0
Phospholipase D2,5.0,852.0,573.0,998.0,977.0,874.0,614.0,11.0,312.0,602.0,289.0
Metabotropic glutamate receptor 4,547.0,343.0,59.0,639.0,978.0,534.0,524.0,1.0,925.0,911.0,626.0
C-C chemokine receptor type 5,199.0,353.0,508.0,582.0,605.0,255.0,545.0,661.0,266.0,518.0,841.0
Fibroblast growth factor receptor 3,35.0,509.0,69.0,152.0,389.0,378.0,47.0,932.0,833.0,593.0,13.0
Phosphodiesterase 4B,368.0,262.0,707.0,501.0,0.0,542.0,46.0,999.0,348.0,347.0,3.0
Ileal bile acid transporter,116.0,174.0,281.0,702.0,906.0,288.0,283.0,939.0,963.0,461.0,597.0
Integrin alpha-4,316.0,444.0,559.0,340.0,464.0,304.0,710.0,948.0,679.0,259.0,760.0
Sodium/hydrogen exchanger 1,77.0,538.0,787.0,906.0,902.0,309.0,96.0,347.0,641.0,91.0,11.0
Acyl coenzyme A:cholesterol acyltransferase 1,796.0,668.0,583.0,175.0,955.0,574.0,142.0,159.0,61.0,198.0,686.0
Estradiol 17-beta-dehydrogenase 2,9.0,169.0,990.0,619.0,8.0,923.0,171.0,964.0,862.0,902.0,502.0
Vascular endothelial growth factor receptor 2,985.0,940.0,93.0,823.0,624.0,890.0,1000.0,1.0,594.0,183.0,1000.0
Matrix metalloproteinase 13,0.0,15.0,442.0,483.0,326.0,832.0,304.0,993.0,710.0,802.0,622.0
Tyrosine-protein kinase ZAP-70,999.0,904.0,994.0,98.0,526.0,125.0,604.0,171.0,213.0,45.0,101.0
LXR-alpha,9.0,538.0,476.0,987.0,458.0,385.0,134.0,284.0,986.0,518.0,556.0
Protein-glutamine gamma-glutamyltransferase K,998.0,743.0,612.0,62.0,1000.0,763.0,708.0,137.0,113.0,197.0,134.0
Nerve growth factor receptor Trk-A,358.0,18.0,533.0,8.0,819.0,92.0,717.0,859.0,287.0,930.0,700.0
Coagulation factor XI,942.0,286.0,499.0,435.0,224.0,508.0,857.0,556.0,50.0,831.0,965.0
Casein kinase I delta,44.0,1000.0,782.0,855.0,887.0,553.0,666.0,35.0,345.0,316.0,330.0
Matrix metalloproteinase 3,16.0,37.0,17.0,476.0,3.0,633.0,950.0,994.0,924.0,935.0,979.0
Tyrosine-protein kinase JAK1,986.0,419.0,753.0,870.0,175.0,34.0,364.0,957.0,91.0,100.0,24.0
Dipeptidyl peptidase IV,957.0,98.0,128.0,79.0,17.0,735.0,847.0,802.0,742.0,889.0,961.0
Serine/threonine-protein kinase mTOR,851.0,887.0,683.0,170.0,998.0,518.0,39.0,4.0,211.0,73.0,15.0
Glycogen synthase kinase-3 alpha,598.0,435.0,143.0,922.0,991.0,237.0,394.0,54.0,122.0,600.0,315.0
Renin,956.0,931.0,141.0,558.0,146.0,963.0,786.0,103.0,961.0,225.0,815.0
Sigma opioid receptor,4.0,428.0,989.0,783.0,133.0,468.0,48.0,998.0,336.0,750.0,20.0
Mitogen-activated protein kinase kinase kinase 9,464.0,25.0,574.0,99.0,269.0,454.0,581.0,842.0,767.0,309.0,711.0
Phosphodiesterase 4D,169.0,928.0,640.0,1000.0,197.0,106.0,415.0,355.0,968.0,140.0,343.0
Carbonic anhydrase III,378.0,641.0,446.0,147.0,961.0,96.0,39.0,629.0,365.0,258.0,42.0
Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP,556.0,150.0,260.0,8.0,1000.0,658.0,374.0,5.0,275.0,922.0,761.0
Phosphodiesterase 3B,716.0,266.0,272.0,829.0,48.0,778.0,998.0,492.0,174.0,939.0,1000.0
Arachidonate 15-lipoxygenase,915.0,900.0,420.0,133.0,906.0,877.0,437.0,5.0,318.0,890.0,741.0
Phosphodiesterase 4C,881.0,911.0,526.0,4.0,444.0,588.0,577.0,250.0,55.0,127.0,195.0
Telomerase reverse transcriptase,850.0,182.0,520.0,433.0,3.0,188.0,665.0,990.0,955.0,509.0,721.0
Protein kinase C gamma,6.0,357.0,552.0,457.0,384.0,657.0,69.0,487.0,635.0,691.0,294.0
Cathepsin S,55.0,212.0,912.0,943.0,858.0,604.0,578.0,446.0,95.0,945.0,222.0
Sphingosine 1-phosphate receptor Edg-5,362.0,673.0,314.0,1000.0,117.0,907.0,994.0,548.0,106.0,644.0,880.0
Tyrosine-protein kinase ITK/TSK,999.0,852.0,312.0,22.0,265.0,459.0,396.0,225.0,998.0,11.0,381.0
Dual specificity mitogen-activated protein kinase kinase 2,964.0,198.0,40.0,3.0,953.0,90.0,807.0,580.0,157.0,577.0,809.0
Tyrosine-protein kinase JAK2,15.0,918.0,742.0,1000.0,1000.0,411.0,169.0,15.0,152.0,768.0,35.0
Rho-associated protein kinase 2,159.0,213.0,617.0,11.0,649.0,928.0,212.0,351.0,139.0,685.0,679.0
Cholecystokinin B receptor,160.0,924.0,306.0,880.0,439.0,418.0,153.0,435.0,682.0,84.0,42.0
Protein kinase C alpha,2.0,609.0,571.0,994.0,27.0,943.0,743.0,931.0,986.0,165.0,998.0
Protein kinase C delta,1000.0,412.0,176.0,48.0,2.0,125.0,868.0,923.0,797.0,483.0,917.0
P2X purinoceptor 3,888.0,549.0,128.0,141.0,171.0,104.0,196.0,674.0,428.0,643.0,122.0
Multidrug resistance-associated protein 1,32.0,599.0,333.0,364.0,922.0,368.0,251.0,355.0,135.0,363.0,100.0
Receptor protein-tyrosine kinase erbB-4,1000.0,736.0,52.0,0.0,204.0,306.0,638.0,41.0,656.0,532.0,264.0
Cyclin-dependent kinase 2,0.0,2.0,927.0,166.0,973.0,713.0,156.0,978.0,148.0,522.0,236.0
Phosphodiesterase 7A,999.0,936.0,126.0,923.0,45.0,338.0,912.0,26.0,821.0,746.0,806.0
Matriptase,0.0,78.0,999.0,1000.0,997.0,70.0,240.0,545.0,76.0,371.0,208.0
Sphingosine kinase 2,0.0,3.0,664.0,87.0,972.0,192.0,21.0,995.0,256.0,878.0,11.0
Serine/threonine-protein kinase PLK1,154.0,567.0,868.0,71.0,20.0,622.0,234.0,948.0,988.0,160.0,112.0
Carbonic anhydrase VI,996.0,821.0,965.0,345.0,887.0,101.0,316.0,65.0,6.0,100.0,153.0
Protein kinase C beta,999.0,454.0,11.0,2.0,32.0,844.0,619.0,986.0,872.0,665.0,824.0
Cyclin-dependent kinase 7,0.0,663.0,471.0,986.0,141.0,634.0,709.0,725.0,127.0,858.0,413.0
Glycine transporter 2,818.0,1000.0,185.0,706.0,760.0,797.0,989.0,5.0,655.0,272.0,1000.0
Cyclin-dependent kinase 1,0.0,513.0,771.0,994.0,579.0,739.0,784.0,734.0,649.0,154.0,850.0
Excitatory amino acid transporter 1,925.0,743.0,184.0,26.0,520.0,825.0,34.0,8.0,902.0,292.0,318.0
Plasma retinol-binding protein,239.0,11.0,686.0,60.0,989.0,273.0,359.0,294.0,395.0,986.0,845.0
Poly [ADP-ribose] polymerase-1,770.0,295.0,438.0,996.0,113.0,774.0,962.0,440.0,987.0,836.0,896.0
Thymidine phosphorylase,924.0,343.0,898.0,659.0,503.0,568.0,701.0,747.0,1.0,90.0,153.0
Cyclin-dependent kinase 9,1.0,176.0,666.0,319.0,6.0,224.0,190.0,1000.0,530.0,381.0,218.0
PI3-kinase p110-delta subunit,498.0,960.0,499.0,906.0,990.0,968.0,774.0,3.0,947.0,177.0,988.0
DNA-dependent protein kinase,68.0,558.0,439.0,820.0,473.0,725.0,320.0,353.0,573.0,703.0,166.0
PI3-kinase p110-beta subunit,1000.0,880.0,372.0,5.0,580.0,279.0,811.0,0.0,79.0,179.0,468.0
Serotonin 7 (5-HT7) receptor,137.0,882.0,51.0,1000.0,732.0,433.0,769.0,120.0,826.0,493.0,754.0
Bradykinin B2 receptor,638.0,876.0,745.0,260.0,233.0,321.0,420.0,882.0,115.0,164.0,504.0
Protein-tyrosine phosphatase 1C,17.0,374.0,815.0,772.0,44.0,329.0,3.0,996.0,892.0,66.0,4.0
Carboxylesterase 2,546.0,237.0,427.0,95.0,449.0,41.0,22.0,919.0,847.0,699.0,45.0
Estradiol 17-beta-dehydrogenase 1,8.0,105.0,530.0,195.0,634.0,620.0,490.0,809.0,337.0,949.0,743.0
Histone deacetylase 8,7.0,713.0,949.0,939.0,356.0,715.0,708.0,320.0,696.0,515.0,213.0
Prolyl endopeptidase,999.0,576.0,5.0,188.0,1000.0,592.0,198.0,0.0,407.0,858.0,212.0
Matrix metalloproteinase 9,619.0,110.0,425.0,16.0,25.0,624.0,748.0,996.0,532.0,629.0,653.0
CD22,636.0,315.0,941.0,409.0,911.0,357.0,361.0,380.0,53.0,236.0,219.0
Metabotropic glutamate receptor 5,8.0,784.0,198.0,79.0,287.0,742.0,449.0,877.0,941.0,95.0,639.0
Sphingosine 1-phosphate receptor Edg-6,901.0,425.0,903.0,745.0,546.0,464.0,747.0,189.0,233.0,645.0,791.0
Rho-associated protein kinase 1,864.0,175.0,307.0,990.0,8.0,16.0,985.0,997.0,189.0,552.0,305.0
Tyrosine-protein kinase HCK,911.0,987.0,783.0,116.0,917.0,964.0,265.0,24.0,39.0,238.0,670.0
Carbonic anhydrase XII,95.0,4.0,110.0,975.0,48.0,568.0,994.0,991.0,747.0,821.0,988.0
Histone deacetylase 1,446.0,395.0,805.0,90.0,689.0,150.0,35.0,75.0,425.0,635.0,481.0
Lysophosphatidic acid receptor Edg-7,967.0,966.0,707.0,149.0,781.0,155.0,488.0,11.0,595.0,308.0,97.0
PI3-kinase p110-gamma subunit,22.0,0.0,238.0,83.0,686.0,368.0,859.0,931.0,266.0,884.0,926.0
PI4-kinase beta subunit,999.0,189.0,674.0,995.0,174.0,405.0,406.0,322.0,653.0,626.0,858.0
Cathepsin L2,999.0,1000.0,535.0,225.0,996.0,898.0,317.0,0.0,269.0,79.0,321.0
Urokinase-type plasminogen activator,493.0,198.0,559.0,662.0,874.0,470.0,837.0,440.0,107.0,784.0,758.0
Testis-specific androgen-binding protein,4.0,739.0,151.0,868.0,7.0,734.0,228.0,999.0,990.0,267.0,57.0
Caspase-6,0.0,367.0,450.0,956.0,300.0,694.0,268.0,960.0,751.0,647.0,124.0
Cyclin-dependent kinase 4,512.0,373.0,149.0,972.0,0.0,538.0,888.0,968.0,689.0,625.0,869.0
Histone deacetylase 11,984.0,930.0,910.0,393.0,935.0,407.0,252.0,13.0,99.0,582.0,44.0
Sodium-dependent proline transporter,988.0,711.0,604.0,586.0,933.0,798.0,647.0,37.0,60.0,647.0,854.0
Matrix metalloproteinase-1,199.0,257.0,739.0,11.0,76.0,131.0,291.0,839.0,730.0,621.0,196.0
Matrix metalloproteinase-2,981.0,281.0,319.0,0.0,698.0,29.0,137.0,821.0,937.0,31.0,192.0
Protein-tyrosine phosphatase 1B,700.0,476.0,175.0,630.0,903.0,323.0,834.0,11.0,388.0,898.0,857.0
Acetyl-CoA carboxylase 1,995.0,787.0,453.0,59.0,707.0,833.0,746.0,52.0,849.0,330.0,945.0
Serotonin 6 (5-HT6) receptor,0.0,345.0,170.0,547.0,934.0,945.0,3.0,951.0,510.0,534.0,37.0
MAP kinase ERK1,871.0,564.0,803.0,453.0,973.0,151.0,656.0,230.0,53.0,177.0,64.0
Cytochrome P450 2C9,1000.0,761.0,953.0,626.0,694.0,446.0,277.0,1.0,210.0,442.0,440.0
Probable G-protein coupled receptor 88,39.0,238.0,181.0,240.0,893.0,383.0,222.0,532.0,133.0,385.0,243.0
Cytochrome P450 3A4,664.0,540.0,338.0,4.0,32.0,801.0,339.0,955.0,798.0,171.0,696.0
Pregnane X receptor,32.0,408.0,723.0,996.0,13.0,611.0,998.0,663.0,667.0,625.0,997.0
Carboxypeptidase B2 isoform A,0.0,249.0,748.0,983.0,24.0,726.0,512.0,994.0,955.0,769.0,910.0
Serotonin 5a (5-HT5a) receptor,997.0,49.0,581.0,28.0,318.0,11.0,355.0,888.0,16.0,933.0,76.0
Estrogen-related receptor alpha,222.0,574.0,92.0,432.0,240.0,939.0,933.0,656.0,784.0,833.0,984.0
"Amine oxidase, copper containing",114.0,271.0,873.0,497.0,428.0,706.0,592.0,931.0,302.0,28.0,230.0
Protein kinase C zeta,981.0,983.0,212.0,915.0,848.0,459.0,781.0,0.0,26.0,739.0,914.0
Melanin-concentrating hormone receptor 1,349.0,694.0,215.0,610.0,983.0,537.0,419.0,76.0,645.0,279.0,495.0
Caspase-7,17.0,874.0,948.0,984.0,388.0,199.0,16.0,567.0,919.0,483.0,34.0
C-C chemokine receptor type 3,392.0,243.0,152.0,483.0,103.0,643.0,866.0,891.0,355.0,693.0,581.0
Phospholipase A2 group IIA,880.0,789.0,166.0,198.0,1000.0,568.0,103.0,0.0,741.0,555.0,15.0
Plasminogen activator inhibitor-1,999.0,516.0,302.0,0.0,209.0,110.0,165.0,696.0,473.0,627.0,124.0
Inhibitor of nuclear factor kappa B kinase alpha subunit,4.0,124.0,371.0,986.0,498.0,705.0,854.0,928.0,586.0,329.0,692.0
Proteasome Macropain subunit,54.0,677.0,978.0,813.0,494.0,710.0,742.0,941.0,219.0,287.0,912.0
Carbonic anhydrase XIV,808.0,728.0,330.0,928.0,80.0,529.0,889.0,549.0,399.0,314.0,111.0
LDL-associated phospholipase A2,169.0,833.0,545.0,283.0,580.0,834.0,522.0,185.0,850.0,651.0,649.0
Cytochrome P450 17A1,983.0,82.0,671.0,296.0,540.0,735.0,212.0,456.0,415.0,835.0,158.0
Histone deacetylase 4,94.0,241.0,893.0,980.0,216.0,232.0,190.0,972.0,221.0,427.0,153.0
Inhibitor of nuclear factor kappa B kinase epsilon subunit,0.0,347.0,751.0,968.0,908.0,299.0,25.0,370.0,971.0,770.0,58.0
Phosphodiesterase 9A,1000.0,483.0,45.0,0.0,656.0,202.0,717.0,35.0,544.0,673.0,765.0
Tyrosine-protein kinase TYK2,191.0,594.0,215.0,158.0,887.0,558.0,958.0,222.0,757.0,270.0,1000.0
Steryl-sulfatase,11.0,691.0,927.0,988.0,325.0,437.0,329.0,304.0,35.0,296.0,139.0
"Nitric-oxide synthase, brain",71.0,946.0,602.0,348.0,23.0,780.0,183.0,971.0,957.0,201.0,442.0
Cholesteryl ester transfer protein,979.0,507.0,154.0,40.0,772.0,270.0,312.0,20.0,883.0,200.0,630.0
Protein kinase C epsilon,1.0,0.0,863.0,30.0,865.0,362.0,336.0,992.0,85.0,935.0,866.0
Dual specificity mitogen-activated protein kinase kinase 1,628.0,219.0,426.0,96.0,21.0,548.0,443.0,996.0,595.0,634.0,124.0
Adenosine kinase,506.0,597.0,100.0,1000.0,39.0,937.0,986.0,922.0,385.0,126.0,909.0
Hormone sensitive lipase,592.0,711.0,308.0,523.0,1000.0,379.0,753.0,2.0,615.0,819.0,644.0
Carbonic anhydrase IX,924.0,261.0,401.0,90.0,6.0,507.0,804.0,971.0,454.0,882.0,870.0
Protein kinase C eta,962.0,998.0,574.0,574.0,566.0,400.0,544.0,11.0,885.0,66.0,839.0
Cytochrome P450 2C19,551.0,959.0,465.0,962.0,807.0,497.0,140.0,4.0,122.0,750.0,21.0
Quinone reductase 1),268.0,122.0,904.0,1000.0,516.0,543.0,708.0,948.0,109.0,868.0,137.0
Casein kinase II alpha,5.0,61.0,866.0,997.0,3.0,667.0,847.0,1000.0,455.0,48.0,117.0
Opioid growth factor receptor-like protein 1,992.0,327.0,67.0,0.0,995.0,235.0,32.0,6.0,390.0,599.0,47.0
Kininogen-1,28.0,217.0,519.0,907.0,665.0,851.0,29.0,364.0,999.0,247.0,351.0
Acetyl-coenzyme A transporter 1,1000.0,923.0,781.0,240.0,27.0,36.0,799.0,60.0,1.0,399.0,246.0
Fibroblast growth factor receptor 1,1.0,225.0,698.0,512.0,703.0,335.0,530.0,802.0,425.0,114.0,147.0
PI4-kinase alpha subunit,276.0,93.0,74.0,0.0,1000.0,555.0,263.0,113.0,655.0,948.0,963.0
Arachidonate 12-lipoxygenase,986.0,877.0,914.0,945.0,2.0,801.0,998.0,975.0,366.0,164.0,953.0
Autotaxin,201.0,365.0,747.0,968.0,911.0,127.0,16.0,24.0,937.0,550.0,8.0
ADAM17,998.0,243.0,141.0,283.0,400.0,542.0,920.0,142.0,26.0,904.0,986.0
Prostanoid EP3 receptor,6.0,239.0,562.0,409.0,443.0,461.0,137.0,958.0,647.0,679.0,151.0
Hepatocyte growth factor receptor,10.0,715.0,710.0,703.0,821.0,412.0,11.0,641.0,595.0,37.0,3.0
Carbonic anhydrase IV,990.0,991.0,35.0,7.0,722.0,884.0,954.0,0.0,976.0,514.0,996.0
11-beta-hydroxysteroid dehydrogenase 2,245.0,465.0,880.0,903.0,8.0,585.0,750.0,970.0,213.0,342.0,632.0
Histamine H4 receptor,992.0,185.0,353.0,0.0,85.0,827.0,839.0,989.0,104.0,902.0,948.0
Beta-glucosidase,984.0,57.0,460.0,0.0,943.0,43.0,50.0,757.0,519.0,231.0,452.0
Urotensin II receptor,1.0,42.0,912.0,1000.0,264.0,468.0,932.0,160.0,372.0,997.0,852.0
Metabotropic glutamate receptor 1,778.0,463.0,259.0,269.0,990.0,171.0,690.0,0.0,707.0,425.0,558.0
Dual specificity phosphatase Cdc25A,894.0,994.0,223.0,904.0,585.0,846.0,973.0,100.0,579.0,172.0,998.0
Caspase-8,537.0,911.0,215.0,888.0,939.0,851.0,847.0,1.0,144.0,734.0,919.0
Interleukin-1 receptor-associated kinase 4,13.0,169.0,880.0,801.0,23.0,789.0,168.0,996.0,970.0,159.0,13.0
Histone acetyltransferase p300,3.0,693.0,924.0,971.0,13.0,325.0,624.0,974.0,75.0,777.0,820.0
Hydroxycarboxylic acid receptor 2,633.0,473.0,552.0,18.0,527.0,327.0,78.0,773.0,34.0,654.0,238.0
Serine/threonine-protein kinase PLK4,171.0,993.0,214.0,960.0,635.0,975.0,933.0,51.0,218.0,862.0,797.0
Melanocortin receptor 1,551.0,152.0,201.0,298.0,555.0,671.0,677.0,707.0,960.0,893.0,947.0
Calcitonin gene-related peptide type 1 receptor,838.0,858.0,509.0,92.0,984.0,40.0,51.0,126.0,854.0,4.0,1.0
T-cell protein-tyrosine phosphatase,147.0,879.0,980.0,1000.0,504.0,561.0,22.0,421.0,559.0,357.0,3.0
Cytosolic phospholipase A2,992.0,444.0,66.0,280.0,452.0,224.0,373.0,29.0,670.0,445.0,444.0
Hexokinase type IV,776.0,22.0,145.0,83.0,936.0,123.0,543.0,390.0,643.0,900.0,438.0
Serine/threonine-protein kinase NEK2,821.0,48.0,426.0,470.0,0.0,764.0,916.0,1000.0,287.0,166.0,742.0
LIM domain kinase 1,2.0,11.0,996.0,802.0,154.0,63.0,129.0,997.0,276.0,427.0,44.0
Cathepsin L,51.0,611.0,597.0,779.0,833.0,346.0,515.0,541.0,429.0,179.0,337.0
Protein kinase C mu,1000.0,998.0,523.0,27.0,126.0,921.0,159.0,75.0,935.0,223.0,958.0
Protein-tyrosine phosphatase 2C,999.0,814.0,29.0,588.0,985.0,384.0,663.0,0.0,69.0,736.0,530.0
Matrix metalloproteinase 14,999.0,999.0,91.0,0.0,700.0,303.0,888.0,4.0,74.0,320.0,982.0
Heat shock protein HSP 90-alpha,61.0,588.0,117.0,751.0,344.0,934.0,984.0,161.0,468.0,916.0,992.0
Sodium/glucose cotransporter 2,833.0,727.0,883.0,785.0,425.0,862.0,727.0,449.0,701.0,396.0,315.0
Calpain 1,3.0,806.0,918.0,753.0,70.0,340.0,38.0,666.0,990.0,468.0,387.0
Sphingosine 1-phosphate receptor Edg-3,907.0,774.0,102.0,5.0,970.0,470.0,140.0,138.0,205.0,501.0,301.0
Bone morphogenetic protein 1,0.0,666.0,574.0,999.0,948.0,864.0,561.0,334.0,507.0,291.0,438.0
Glutathione S-transferase Pi,0.0,6.0,370.0,367.0,417.0,759.0,271.0,998.0,969.0,685.0,636.0
Tyrosine-protein kinase Lyn,128.0,935.0,223.0,216.0,819.0,562.0,103.0,541.0,445.0,108.0,41.0
Ribosomal protein S6 kinase alpha 2,11.0,152.0,991.0,993.0,861.0,506.0,679.0,192.0,31.0,688.0,721.0
Carbonic anhydrase XIII,959.0,96.0,141.0,400.0,1.0,174.0,746.0,1000.0,281.0,645.0,45.0
Complement C1s,91.0,87.0,672.0,996.0,6.0,288.0,639.0,973.0,910.0,631.0,964.0
Protein kinase C theta,563.0,0.0,545.0,2.0,768.0,25.0,411.0,947.0,314.0,630.0,40.0
Heparanase,949.0,776.0,666.0,768.0,563.0,557.0,413.0,354.0,176.0,724.0,32.0
Methionine aminopeptidase 2,785.0,938.0,13.0,596.0,940.0,991.0,509.0,0.0,953.0,871.0,990.0
Serine/threonine-protein kinase Aurora-C,756.0,43.0,928.0,887.0,0.0,476.0,943.0,1000.0,568.0,649.0,958.0
Quinone reductase 2,864.0,208.0,518.0,129.0,811.0,141.0,687.0,778.0,17.0,738.0,716.0
MAP kinase p38 beta,999.0,691.0,346.0,469.0,762.0,625.0,796.0,46.0,190.0,351.0,246.0
Carbonic anhydrase VB,993.0,899.0,318.0,157.0,555.0,293.0,641.0,49.0,640.0,385.0,821.0
GAR transformylase,108.0,722.0,579.0,648.0,803.0,623.0,165.0,78.0,802.0,948.0,470.0
Proteinase-activated receptor 1,396.0,85.0,887.0,4.0,1.0,140.0,258.0,1000.0,898.0,55.0,473.0
